measureId,precool,reset,event_hour,alpha_1,beta_1,alpha_2,beta_2,alpha_3,beta_3
GTA-10-14-0-14-18-2-LTG-0,0,2,1,0.28821122515580067,-10.792820108228646,-0.10025998780196231,17.753687614566545,-0.10025998780196231,17.753687614566545
GTA-10-14-0-14-18-2-LTG-0,0,2,2,0.18461831219714447,-5.5830399202568515,-0.0493401537862158,11.125807153302341,-0.0493401537862158,11.125807153302341
GTA-10-14-0-14-18-2-LTG-0,0,2,3,0.1502853609012664,-3.983306159213915,-0.06851423012096716,11.808513202315465,-0.06851423012096716,11.808513202315465
GTA-10-14-0-14-18-2-LTG-0,0,2,4,0.347968110587628,-16.356483350558207,-0.12406800096779264,17.567448935029763,-0.12406800096779264,17.567448935029763
GTA-10-14-0-14-18-3-LTG-0,0,3,1,0.5494904014875653,-24.431330318198647,-0.1257188727330429,24.31225396575097,-0.1257188727330429,24.31225396575097
GTA-10-14-0-14-18-3-LTG-0,0,3,2,0.33956929685243903,-12.946343191766445,-0.05311879127188916,14.972655377358018,-0.05311879127188916,14.972655377358018
GTA-10-14-0-14-18-3-LTG-0,0,3,3,0.2694350692590623,-9.165765647142498,-0.09442188754921228,17.04971218451983,-0.09442188754921228,17.04971218451983
GTA-10-14-0-14-18-3-LTG-0,0,3,4,0.5574147793747192,-27.317077927076244,-0.19219191066831368,26.831369115055164,-0.19219191066831368,26.831369115055164
GTA-10-14-0-14-18-4-LTG-0,0,4,1,0.8390233147545264,-40.66216000618624,-0.012379300419524519,20.07383618377237,-0.012379300419524519,20.07383618377237
GTA-10-14-0-14-18-4-LTG-0,0,4,2,0.528407862301686,-22.931013069112815,-0.040691144192486144,17.44570004058026,-0.040691144192486144,17.44570004058026
GTA-10-14-0-14-18-4-LTG-0,0,4,3,0.43155249457690714,-17.49885596094038,-0.10693749411820512,21.184313564111346,-0.10693749411820512,21.184313564111346
GTA-10-14-0-14-18-4-LTG-0,0,4,4,0.7756337454166341,-39.17652282812058,-0.2427119230807277,34.61536006921659,-0.2427119230807277,34.61536006921659
GTA-10-14-0-14-18-5-LTG-0,0,5,1,1.0853087588340538,-54.80142996581483,0.05662301353219196,18.49553616462558,0.05662301353219196,18.49553616462558
GTA-10-14-0-14-18-5-LTG-0,0,5,2,0.7161090911063176,-33.079788340444395,-0.0240500026555023,19.36008540037635,-0.0240500026555023,19.36008540037635
GTA-10-14-0-14-18-5-LTG-0,0,5,3,0.6079393106693307,-26.93918478535005,-0.10860789683569577,24.35555382388031,-0.10860789683569577,24.35555382388031
GTA-10-14-0-14-18-5-LTG-0,0,5,4,0.9979899460398947,-51.71727416053952,-0.26446309347395364,39.96106216139032,-0.26446309347395364,39.96106216139032
GTA-10-14-0-14-18-6-LTG-0,0,6,1,1.2934966342814052,-67.11792074811451,0.12506737266525156,16.523062911078686,0.12506737266525156,16.523062911078686
GTA-10-14-0-14-18-6-LTG-0,0,6,2,0.9274603073771872,-45.12682124507394,-0.017556097363209257,21.815361182592877,-0.017556097363209257,21.815361182592877
GTA-10-14-0-14-18-6-LTG-0,0,6,3,0.7907442331167687,-37.08713787334971,-0.10538675417129856,26.985345625391982,-0.10538675417129856,26.985345625391982
GTA-10-14-0-14-18-6-LTG-0,0,6,4,1.2047135027845775,-63.6193491731736,-0.26264885558259515,43.23543218325001,-0.26264885558259515,43.23543218325001
GTA-10-14-2-14-18-2-LTG-0,2,2,1,0.6069655159048595,-27.87827699042575,-0.27879066700049643,36.46321668251164,-0.27879066700049643,36.46321668251164
GTA-10-14-2-14-18-2-LTG-0,2,2,2,0.31352130198258266,-11.980504369596508,-0.10209774590589177,17.723249495318306,-0.10209774590589177,17.723249495318306
GTA-10-14-2-14-18-2-LTG-0,2,2,3,0.23468978994149298,-7.881164710044492,-0.1171825415648106,17.50596615325378,-0.1171825415648106,17.50596615325378
GTA-10-14-2-14-18-2-LTG-0,2,2,4,0.4649657181976905,-22.388816037627585,-0.19804357224697056,25.40799648244133,-0.19804357224697056,25.40799648244133
GTA-10-14-2-14-18-3-LTG-0,2,3,1,0.8615390386646818,-41.977622033854225,-0.14915126293423372,30.617653634980957,-0.14915126293423372,30.617653634980957
GTA-10-14-2-14-18-3-LTG-0,2,3,2,0.4815258487229406,-20.440151874832175,-0.09470130657957557,20.588320239040506,-0.09470130657957557,20.588320239040506
GTA-10-14-2-14-18-3-LTG-0,2,3,3,0.3707378884682128,-14.332610706447639,-0.13898578217081234,22.38102822910412,-0.13898578217081234,22.38102822910412
GTA-10-14-2-14-18-3-LTG-0,2,3,4,0.6793581685887676,-33.83488238540645,-0.26689881669289245,34.677922514019386,-0.26689881669289245,34.677922514019386
GTA-10-14-2-14-18-4-LTG-0,2,4,1,1.0912859514882036,-55.17739309021115,-0.06647103328408621,27.93830952813542,-0.06647103328408621,27.93830952813542
GTA-10-14-2-14-18-4-LTG-0,2,4,2,0.6628116888736255,-30.069691386722962,-0.08567695124139474,23.12807477838955,-0.08567695124139474,23.12807477838955
