site_name,Baseline,DR-Event-Day,DR-StartTime,DR-EndTime,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
LimeAmps,OAT_MA_CBL,9/28/10,14:00,18:00,9.61,-2.15,-8.08,2.72,-0.61,-2.29,0.34,-0.09,-0.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/28/10,14:00,15:00,-1.43,-5.35,-8.54,-0.06,-0.23,-0.36,-0.40,-1.52,-2.42,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/28/10,15:00,16:00,-3.77,-5.48,-7.36,-0.16,-0.24,-0.32,-1.07,-1.55,-2.09,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/28/10,16:00,17:00,8.69,0.01,-3.24,0.32,0.00,-0.13,2.46,0.00,-0.92,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/28/10,17:00,18:00,2.62,-2.38,-8.02,0.10,-0.11,-0.36,0.74,-0.67,-2.27,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/28/10,14:00,18:00,8.69,-3.30,-8.54,2.46,-0.93,-2.42,0.32,-0.15,-0.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,14:00,15:00,1.32,-1.03,-2.44,0.07,-0.07,-0.14,0.37,-0.29,-0.69,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,15:00,16:00,3.25,-0.90,-6.00,0.19,-0.06,-0.37,0.92,-0.25,-1.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,16:00,17:00,4.59,1.87,-1.41,0.24,0.10,-0.07,1.30,0.53,-0.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,17:00,18:00,6.47,1.06,-1.79,0.35,0.06,-0.10,1.83,0.30,-0.51,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,14:00,18:00,6.47,0.25,-6.00,0.35,0.01,-0.37,1.83,0.07,-1.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,14:00,15:00,3.22,1.13,-1.20,0.15,0.05,-0.07,0.91,0.32,-0.34,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,15:00,16:00,6.11,-0.52,-4.86,0.31,-0.04,-0.28,1.73,-0.15,-1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,16:00,17:00,3.00,1.15,-0.49,0.17,0.07,-0.02,0.85,0.33,-0.14,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,17:00,18:00,6.75,0.92,-2.52,0.36,0.05,-0.13,1.91,0.26,-0.71,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,14:00,18:00,6.75,0.67,-4.86,0.36,0.03,-0.28,1.91,0.19,-1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,14:00,15:00,5.57,-1.39,-10.03,0.21,-0.08,-0.47,1.58,-0.39,-2.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,15:00,16:00,7.51,1.08,-6.79,0.32,0.03,-0.33,2.13,0.30,-1.92,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,16:00,17:00,3.45,-0.95,-4.86,0.12,-0.04,-0.20,0.98,-0.27,-1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,17:00,18:00,2.54,-1.24,-4.48,0.11,-0.05,-0.19,0.72,-0.35,-1.27,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,14:00,18:00,7.51,-0.63,-10.03,0.32,-0.04,-0.47,2.13,-0.18,-2.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,14:00,15:00,4.76,-1.33,-9.08,0.18,-0.06,-0.40,1.35,-0.38,-2.57,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,15:00,16:00,5.63,-0.86,-6.64,0.26,-0.04,-0.32,1.60,-0.24,-1.88,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,16:00,17:00,-0.01,-2.70,-5.52,0.00,-0.12,-0.23,0.00,-0.76,-1.56,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,17:00,18:00,1.63,-1.88,-5.85,0.07,-0.08,-0.26,0.46,-0.53,-1.66,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,14:00,18:00,5.63,-1.69,-9.08,0.26,-0.08,-0.40,1.60,-0.48,-2.57,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/1/10,14:00,15:00,-2.27,-5.91,-10.12,-0.09,-0.23,-0.39,-0.54,-1.41,-2.41,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/1/10,15:00,16:00,2.54,-3.15,-10.71,0.09,-0.13,-0.45,0.60,-0.75,-2.55,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/1/10,16:00,17:00,6.09,-1.31,-8.90,0.20,-0.06,-0.36,1.45,-0.31,-2.12,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/1/10,17:00,18:00,6.50,1.96,-5.55,0.19,0.05,-0.20,1.55,0.47,-1.32,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/1/10,14:00,18:00,6.50,-2.10,-10.71,0.20,-0.09,-0.45,1.55,-0.50,-2.55,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/1/10,14:00,15:00,-5.86,-9.13,-13.79,-0.28,-0.40,-0.63,-1.39,-2.17,-3.28,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/1/10,15:00,16:00,-3.81,-8.31,-14.10,-0.18,-0.41,-0.69,-0.91,-1.98,-3.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/1/10,16:00,17:00,0.30,-5.94,-12.94,0.01,-0.27,-0.62,0.07,-1.41,-3.08,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/1/10,17:00,18:00,-4.13,-5.17,-7.20,-0.16,-0.21,-0.27,-0.98,-1.23,-1.72,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/1/10,14:00,18:00,0.30,-7.14,-14.10,0.01,-0.32,-0.69,0.07,-1.70,-3.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/2/10,14:00,15:00,3.22,-0.95,-8.12,0.10,-0.03,-0.28,0.77,-0.23,-1.93,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/2/10,15:00,16:00,10.77,6.00,0.96,0.36,0.21,0.04,2.56,1.43,0.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/2/10,16:00,17:00,6.55,2.84,-2.13,0.21,0.09,-0.08,1.56,0.68,-0.51,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/2/10,17:00,18:00,6.59,2.00,-2.03,0.20,0.06,-0.07,1.57,0.48,-0.48,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/2/10,14:00,18:00,10.77,2.47,-8.12,0.36,0.08,-0.28,2.56,0.59,-1.93,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/2/10,14:00,15:00,0.06,-4.98,-12.73,0.00,-0.21,-0.53,0.01,-1.19,-3.03,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/2/10,15:00,16:00,5.77,0.47,-3.13,0.26,0.02,-0.13,1.37,0.11,-0.75,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/2/10,16:00,17:00,2.77,-0.70,-2.81,0.10,-0.03,-0.12,0.66,-0.17,-0.67,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/2/10,17:00,18:00,-0.30,-2.28,-6.06,-0.01,-0.08,-0.23,-0.07,-0.54,-1.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/2/10,14:00,18:00,5.77,-1.88,-12.73,0.26,-0.08,-0.53,1.37,-0.45,-3.03,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/24/10,14:00,15:00,7.81,5.00,3.61,0.28,0.17,0.12,1.86,1.19,0.86,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/24/10,15:00,16:00,11.20,3.76,-2.93,0.41,0.13,-0.12,2.67,0.90,-0.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/24/10,16:00,17:00,2.59,1.35,-0.32,0.10,0.05,-0.01,0.62,0.32,-0.08,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/24/10,17:00,18:00,-0.50,-2.99,-6.29,-0.02,-0.10,-0.21,-0.12,-0.71,-1.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,9/24/10,14:00,18:00,11.20,1.78,-6.29,0.41,0.06,-0.21,2.67,0.42,-1.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/24/10,14:00,15:00,4.69,1.54,-0.22,0.19,0.06,-0.01,1.12,0.37,-0.05,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/24/10,15:00,16:00,8.62,1.33,-4.10,0.35,0.05,-0.17,2.05,0.32,-0.98,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/24/10,16:00,17:00,0.37,-1.51,-4.08,0.02,-0.05,-0.14,0.09,-0.36,-0.97,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/24/10,17:00,18:00,-2.95,-5.22,-8.38,-0.10,-0.18,-0.30,-0.70,-1.24,-2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,9/24/10,14:00,18:00,8.62,-0.97,-8.38,0.35,-0.03,-0.30,2.05,-0.23,-2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,14:00,15:00,1.54,-1.57,-3.28,0.06,-0.07,-0.15,0.37,-0.37,-0.78,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,15:00,16:00,-0.90,-1.95,-3.64,-0.04,-0.09,-0.18,-0.22,-0.47,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,16:00,17:00,0.97,-1.22,-3.43,0.05,-0.08,-0.22,0.23,-0.29,-0.82,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,17:00,18:00,1.75,0.71,0.08,0.09,0.04,0.00,0.42,0.17,0.02,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/7/10,14:00,18:00,1.75,-1.01,-3.64,0.09,-0.05,-0.22,0.42,-0.24,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,14:00,15:00,0.30,-1.37,-2.86,0.01,-0.06,-0.13,0.07,-0.33,-0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,15:00,16:00,0.34,-0.41,-1.04,0.01,-0.02,-0.05,0.08,-0.10,-0.25,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,16:00,17:00,4.35,1.99,0.94,0.20,0.10,0.05,1.04,0.47,0.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,17:00,18:00,4.85,3.93,2.86,0.23,0.19,0.14,1.15,0.94,0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/7/10,14:00,18:00,4.85,1.03,-2.86,0.23,0.05,-0.13,1.15,0.25,-0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,14:00,15:00,3.82,2.73,1.49,0.14,0.10,0.06,0.91,0.65,0.35,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,15:00,16:00,3.28,-3.89,-7.99,0.12,-0.16,-0.33,0.78,-0.93,-1.9,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,16:00,17:00,4.27,1.48,-0.86,0.14,0.05,-0.03,1.02,0.35,-0.21,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,17:00,18:00,-4.39,-5.33,-6.21,-0.17,-0.20,-0.24,-1.05,-1.27,-1.48,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,OAT_MA_CBL,10/13/10,14:00,18:00,4.27,-1.25,-7.99,0.14,-0.05,-0.33,1.02,-0.30,-1.9,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,14:00,15:00,1.71,-1.14,-3.52,0.07,-0.05,-0.16,0.41,-0.27,-0.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,15:00,16:00,-4.82,-9.28,-12.61,-0.24,-0.45,-0.65,-1.15,-2.21,-3,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,16:00,17:00,-2.12,-3.43,-5.78,-0.09,-0.16,-0.26,-0.51,-0.82,-1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,10/10_CBL,10/13/10,17:00,18:00,-4.99,-6.97,-7.93,-0.20,-0.28,-0.32,-1.19,-1.66,-1.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
