site_name,Baseline,DR-Event-Day,DR-StartTime,DR-EndTime,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
HD Supply,10/10_CBL,11/3/10,13:00,14:00,-3.93,-5.12,-6.47,-0.25,-0.32,-0.40,-0.66,-0.85,-1.08,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
HD Supply,10/10_CBL,11/3/10,14:00,15:00,-3.41,-3.74,-3.94,-0.22,-0.24,-0.25,-0.57,-0.62,-0.66,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
HD Supply,10/10_CBL,11/3/10,15:00,16:00,-3.23,-3.81,-4.34,-0.20,-0.24,-0.28,-0.54,-0.64,-0.72,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
HD Supply,10/10_CBL,11/3/10,16:00,17:00,-4.52,-5.29,-5.81,-0.29,-0.34,-0.38,-0.75,-0.88,-0.97,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
HD Supply,10/10_CBL,11/3/10,17:00,18:00,-5.00,-5.62,-6.55,-0.28,-0.35,-0.45,-0.83,-0.94,-1.09,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
HD Supply,10/10_CBL,11/3/10,14:00,18:00,1.77,-3.98,-6.55,0.11,-0.25,-0.45,0.30,-0.66,-1.09,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Customer 1,3/10_CBL,7/13/07,12:00,15:00,,9.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,7/13/07,15:00,18:00,,10.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,7/13/07,12:00,18:00,,9.50,,,0.04,,,0.19,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/13/07,12:00,15:00,,56.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/13/07,15:00,18:00,,55.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/13/07,12:00,18:00,,55.50,,,0.20,,,1.08,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/13/07,12:00,15:00,,65.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/13/07,15:00,18:00,,104.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/13/07,12:00,18:00,,84.50,,,0.32,,,2.03,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,7/5/07,12:00,15:00,,32.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,7/5/07,15:00,18:00,,21.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,7/5/07,12:00,18:00,,26.50,,,0.08,,,0.42,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/5/07,12:00,15:00,,32.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/5/07,15:00,18:00,,21.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,7/5/07,12:00,18:00,,26.50,,,0.17,,,0.94,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/5/07,12:00,15:00,,92.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/5/07,15:00,18:00,,99.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,7/5/07,12:00,18:00,,95.50,,,0.29,,,1.94,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/1/07,12:00,15:00,,65.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/1/07,15:00,18:00,,78.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/1/07,12:00,18:00,,71.50,,,0.28,,,1.53,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/1/07,12:00,15:00,,67.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/1/07,15:00,18:00,,80.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/1/07,12:00,18:00,,73.50,,,0.28,,,1.56,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/1/07,12:00,15:00,,54.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/1/07,15:00,18:00,,59.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/1/07,12:00,18:00,,56.50,,,0.22,,,1.15,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/30/07,12:00,15:00,,49.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/30/07,15:00,18:00,,53.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_CBL,8/30/07,12:00,18:00,,51.00,,,0.20,,,1.04,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/30/07,12:00,15:00,,27.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/30/07,15:00,18:00,,32.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,3/10_MA_CBL,8/30/07,12:00,18:00,,29.50,,,0.13,,,0.63,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/30/07,12:00,15:00,,10.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/30/07,15:00,18:00,,24.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 1,OAT_CBL,8/30/07,12:00,18:00,,17.00,,,0.10,,,0.46,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/13/07,12:00,15:00,,2.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/13/07,15:00,18:00,,93.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/13/07,12:00,18:00,,47.50,,,0.02,,,0.13,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/13/07,12:00,15:00,,336.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/13/07,15:00,18:00,,423.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/13/07,12:00,18:00,,379.50,,,0.09,,,0.60,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/13/07,12:00,15:00,,436.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/13/07,15:00,18:00,,551.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/13/07,12:00,18:00,,493.50,,,0.11,,,0.78,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/5/07,12:00,15:00,,11.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/5/07,15:00,18:00,,63.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,7/5/07,12:00,18:00,,37.00,,,0.01,,,0.09,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/5/07,12:00,15:00,,248.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/5/07,15:00,18:00,,296.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,7/5/07,12:00,18:00,,272.00,,,0.06,,,0.42,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/5/07,12:00,15:00,,366.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/5/07,15:00,18:00,,293.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,7/5/07,12:00,18:00,,329.50,,,0.06,,,0.41,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/1/07,12:00,15:00,,414.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/1/07,15:00,18:00,,541.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/1/07,12:00,18:00,,477.50,,,0.11,,,0.76,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/1/07,12:00,15:00,,202.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/1/07,15:00,18:00,,332.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/1/07,12:00,18:00,,267.00,,,0.07,,,0.47,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,8/1/07,12:00,15:00,,331.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,8/1/07,15:00,18:00,,492.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,8/1/07,12:00,18:00,,411.50,,,0.10,,,0.69,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/30/07,12:00,15:00,,-8.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/30/07,15:00,18:00,,15.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_CBL,8/30/07,12:00,18:00,,3.50,,,0.00,,,0.02,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/30/07,12:00,15:00,,104.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/30/07,15:00,18:00,,124.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,3/10_MA_CBL,8/30/07,12:00,18:00,,114.00,,,0.03,,,0.18,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 2,OAT_CBL,8/30/07,12:00,15:00,,-107.00,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
