site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
LimeAmps,field-testing,10/10_CBL,,9/1/10,15:00,16:00,,-3.81,-8.31,-14.1,-0.18,-0.41,-0.69,-0.91,-1.98,-3.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/1/10,16:00,17:00,,0.3,-5.94,-12.94,0.01,-0.27,-0.62,0.07,-1.41,-3.08,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/1/10,17:00,18:00,,-4.13,-5.17,-7.2,-0.16,-0.21,-0.27,-0.98,-1.23,-1.72,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/1/10,14:00,18:00,,0.3,-7.14,-14.1,0.01,-0.32,-0.69,0.07,-1.7,-3.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/2/10,14:00,15:00,,3.22,-0.95,-8.12,0.1,-0.03,-0.28,0.77,-0.23,-1.93,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/2/10,15:00,16:00,,10.77,6,0.96,0.36,0.21,0.04,2.56,1.43,0.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/2/10,16:00,17:00,,6.55,2.84,-2.13,0.21,0.09,-0.08,1.56,0.68,-0.51,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/2/10,17:00,18:00,,6.59,2,-2.03,0.2,0.06,-0.07,1.57,0.48,-0.48,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/2/10,14:00,18:00,,10.77,2.47,-8.12,0.36,0.08,-0.28,2.56,0.59,-1.93,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/2/10,14:00,15:00,,0.06,-4.98,-12.73,0,-0.21,-0.53,0.01,-1.19,-3.03,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/2/10,15:00,16:00,,5.77,0.47,-3.13,0.26,0.02,-0.13,1.37,0.11,-0.75,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/2/10,16:00,17:00,,2.77,-0.7,-2.81,0.1,-0.03,-0.12,0.66,-0.17,-0.67,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/2/10,17:00,18:00,,-0.3,-2.28,-6.06,-0.01,-0.08,-0.23,-0.07,-0.54,-1.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/2/10,14:00,18:00,,5.77,-1.88,-12.73,0.26,-0.08,-0.53,1.37,-0.45,-3.03,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/24/10,14:00,15:00,,7.81,5,3.61,0.28,0.17,0.12,1.86,1.19,0.86,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/24/10,15:00,16:00,,11.2,3.76,-2.93,0.41,0.13,-0.12,2.67,0.9,-0.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/24/10,16:00,17:00,,2.59,1.35,-0.32,0.1,0.05,-0.01,0.62,0.32,-0.08,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/24/10,17:00,18:00,,-0.5,-2.99,-6.29,-0.02,-0.1,-0.21,-0.12,-0.71,-1.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,9/24/10,14:00,18:00,,11.2,1.78,-6.29,0.41,0.06,-0.21,2.67,0.42,-1.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/24/10,14:00,15:00,,4.69,1.54,-0.22,0.19,0.06,-0.01,1.12,0.37,-0.05,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/24/10,15:00,16:00,,8.62,1.33,-4.1,0.35,0.05,-0.17,2.05,0.32,-0.98,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/24/10,16:00,17:00,,0.37,-1.51,-4.08,0.02,-0.05,-0.14,0.09,-0.36,-0.97,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/24/10,17:00,18:00,,-2.95,-5.22,-8.38,-0.1,-0.18,-0.3,-0.7,-1.24,-2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,9/24/10,14:00,18:00,,8.62,-0.97,-8.38,0.35,-0.03,-0.3,2.05,-0.23,-2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/7/10,14:00,15:00,,1.54,-1.57,-3.28,0.06,-0.07,-0.15,0.37,-0.37,-0.78,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/7/10,15:00,16:00,,-0.9,-1.95,-3.64,-0.04,-0.09,-0.18,-0.22,-0.47,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/7/10,16:00,17:00,,0.97,-1.22,-3.43,0.05,-0.08,-0.22,0.23,-0.29,-0.82,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/7/10,17:00,18:00,,1.75,0.71,0.08,0.09,0.04,0,0.42,0.17,0.02,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/7/10,14:00,18:00,,1.75,-1.01,-3.64,0.09,-0.05,-0.22,0.42,-0.24,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/7/10,14:00,15:00,,0.3,-1.37,-2.86,0.01,-0.06,-0.13,0.07,-0.33,-0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/7/10,15:00,16:00,,0.34,-0.41,-1.04,0.01,-0.02,-0.05,0.08,-0.1,-0.25,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/7/10,16:00,17:00,,4.35,1.99,0.94,0.2,0.1,0.05,1.04,0.47,0.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/7/10,17:00,18:00,,4.85,3.93,2.86,0.23,0.19,0.14,1.15,0.94,0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/7/10,14:00,18:00,,4.85,1.03,-2.86,0.23,0.05,-0.13,1.15,0.25,-0.68,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/13/10,14:00,15:00,,3.82,2.73,1.49,0.14,0.1,0.06,0.91,0.65,0.35,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/13/10,15:00,16:00,,3.28,-3.89,-7.99,0.12,-0.16,-0.33,0.78,-0.93,-1.9,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/13/10,16:00,17:00,,4.27,1.48,-0.86,0.14,0.05,-0.03,1.02,0.35,-0.21,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/13/10,17:00,18:00,,-4.39,-5.33,-6.21,-0.17,-0.2,-0.24,-1.05,-1.27,-1.48,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,OAT_MA_CBL,,10/13/10,14:00,18:00,,4.27,-1.25,-7.99,0.14,-0.05,-0.33,1.02,-0.3,-1.9,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/13/10,14:00,15:00,,1.71,-1.14,-3.52,0.07,-0.05,-0.16,0.41,-0.27,-0.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/13/10,15:00,16:00,,-4.82,-9.28,-12.61,-0.24,-0.45,-0.65,-1.15,-2.21,-3,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/13/10,16:00,17:00,,-2.12,-3.43,-5.78,-0.09,-0.16,-0.26,-0.51,-0.82,-1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/13/10,17:00,18:00,,-4.99,-6.97,-7.93,-0.2,-0.28,-0.32,-1.19,-1.66,-1.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
LimeAmps,field-testing,10/10_CBL,,10/13/10,14:00,18:00,,1.71,-5.2,-12.61,0.07,-0.24,-0.65,0.41,-1.24,-3,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/1/10,14:00,18:00,,0.23,-1.79,-4.1,0.18,-2.38,-16.53,0.29,-2.23,-5.13,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/1/10,14:00,18:00,,0.53,-1.55,-3.89,0.31,-1.82,-13.61,0.66,-1.94,-4.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/24/10,14:00,15:00,,0.48,-0.31,-1.16,0.13,-0.11,-0.42,0.6,-0.38,-1.45,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/24/10,15:00,16:00,,0.32,-0.5,-1.92,0.09,-0.33,-1.27,0.41,-0.63,-2.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/24/10,16:00,17:00,,2.36,0.88,-1.41,0.95,0.43,-0.72,2.95,1.1,-1.76,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/24/10,17:00,18:00,,2.02,1.53,1.06,0.93,0.91,0.89,2.53,1.92,1.33,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/24/10,14:00,18:00,,2.36,0.4,-1.92,0.95,0.23,-1.27,2.95,0.5,-2.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/24/10,14:00,15:00,,-1.13,-1.94,-2.53,-0.55,-1.22,-1.73,-1.41,-2.42,-3.17,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/24/10,15:00,16:00,,-0.97,-1.14,-1.39,-0.47,-0.55,-0.63,-1.22,-1.42,-1.74,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/24/10,16:00,17:00,,1.88,0.77,-1.29,0.93,0.44,-0.62,2.35,0.96,-1.61,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/24/10,17:00,18:00,,1.52,1.47,1.42,0.92,0.9,0.87,1.9,1.84,1.77,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/24/10,14:00,18:00,,1.88,-0.21,-2.53,0.93,-0.1,-1.73,2.35,-0.26,-3.17,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/27/10,14:00,15:00,,4.52,2.92,1.1,0.46,0.36,0.15,5.65,3.66,1.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/27/10,15:00,16:00,,6.01,2.43,-0.37,0.88,0.29,-0.28,7.51,3.04,-0.46,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/27/10,16:00,17:00,,5.13,3.57,1.68,0.98,0.96,0.94,6.41,4.46,2.1,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/27/10,17:00,18:00,,4.71,2.95,1.32,0.98,0.94,0.86,5.89,3.68,1.65,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,OAT_MA_CBL,,9/27/10,14:00,18:00,,6.01,2.97,-0.37,0.98,0.64,-0.28,7.51,3.71,-0.46,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/27/10,14:00,15:00,,-2.14,-3.43,-4.62,-1.5,-2.1,-3.16,-2.67,-4.28,-5.78,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/27/10,15:00,16:00,,1.4,-1.2,-3.52,0.64,-0.67,-1.89,1.75,-1.5,-4.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Our Home Spaces,field-testing,10/10_CBL,,9/27/10,16:00,17:00,,1.99,1.77,1.51,0.96,0.94,0.9,2.49,2.22,1.88,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
