,precool_deg,reset_deg,max_oat,shed_W_ft2,"Vintage, Climate"
1166,0,6,66.92,0.344206561,"1980-2004, 3C"
1167,2,4,66.92,0.322026823,"1980-2004, 3C"
1168,2,5,66.92,0.338247066,"1980-2004, 3C"
1169,2,6,66.92,0.341699263,"1980-2004, 3C"
1170,3,4,66.92,0.328173709,"1980-2004, 3C"
1171,3,5,66.92,0.340099274,"1980-2004, 3C"
1172,3,6,66.92,0.341419068,"1980-2004, 3C"
1173,4,4,66.92,0.333449008,"1980-2004, 3C"
1174,4,5,66.92,0.342431683,"1980-2004, 3C"
1175,4,6,66.92,0.342602997,"1980-2004, 3C"
1176,0,4,66.02,0.318134124,"1980-2004, 3C"
1177,0,5,66.02,0.366541256,"1980-2004, 3C"
1178,0,6,66.02,0.390276218,"1980-2004, 3C"
1179,2,4,66.02,0.344203005,"1980-2004, 3C"
1180,2,5,66.02,0.379762039,"1980-2004, 3C"
1181,2,6,66.02,0.395263741,"1980-2004, 3C"
1182,3,4,66.02,0.355765351,"1980-2004, 3C"
1183,3,5,66.02,0.384835935,"1980-2004, 3C"
1184,3,6,66.02,0.397049788,"1980-2004, 3C"
1185,4,4,66.02,0.365398989,"1980-2004, 3C"
1186,4,5,66.02,0.38815671,"1980-2004, 3C"
1187,4,6,66.02,0.396666044,"1980-2004, 3C"
1188,0,4,64.94,0.304943308,"1980-2004, 3C"
1189,0,5,64.94,0.351831417,"1980-2004, 3C"
1190,0,6,64.94,0.379950931,"1980-2004, 3C"
1191,2,4,64.94,0.33125278,"1980-2004, 3C"
1192,2,5,64.94,0.367693289,"1980-2004, 3C"
1193,2,6,64.94,0.386657855,"1980-2004, 3C"
1194,3,4,64.94,0.342924432,"1980-2004, 3C"
1195,3,5,64.94,0.37312584,"1980-2004, 3C"
1196,3,6,64.94,0.388392775,"1980-2004, 3C"
1197,4,4,64.94,0.352862888,"1980-2004, 3C"
1198,4,5,64.94,0.377268397,"1980-2004, 3C"
1199,4,6,64.94,0.390303052,"1980-2004, 3C"
1200,0,4,64.94,0.280342336,"1980-2004, 3C"
1201,0,5,64.94,0.307524565,"1980-2004, 3C"
1202,0,6,64.94,0.32030847,"1980-2004, 3C"
1203,2,4,64.94,0.293622456,"1980-2004, 3C"
1204,2,5,64.94,0.312868852,"1980-2004, 3C"
1205,2,6,64.94,0.321470625,"1980-2004, 3C"
1206,3,4,64.94,0.29934199,"1980-2004, 3C"
1207,3,5,64.94,0.315397848,"1980-2004, 3C"
1208,3,6,64.94,0.322239341,"1980-2004, 3C"
1209,4,4,64.94,0.304081263,"1980-2004, 3C"
1210,4,5,64.94,0.316955508,"1980-2004, 3C"
1211,4,6,64.94,0.322654286,"1980-2004, 3C"
1212,0,4,66.02,0.290833303,"1980-2004, 3C"
1213,0,5,66.02,0.332952823,"1980-2004, 3C"
1214,0,6,66.02,0.357321344,"1980-2004, 3C"
1215,2,4,66.02,0.313623821,"1980-2004, 3C"
1216,2,5,66.02,0.345716631,"1980-2004, 3C"
1217,2,6,66.02,0.362906426,"1980-2004, 3C"
1218,3,4,66.02,0.32356991,"1980-2004, 3C"
1219,3,5,66.02,0.350360166,"1980-2004, 3C"
1220,3,6,66.02,0.3649666,"1980-2004, 3C"
1221,4,4,66.02,0.331418135,"1980-2004, 3C"
1222,4,5,66.02,0.35516023,"1980-2004, 3C"
1223,4,6,66.02,0.366771833,"1980-2004, 3C"
1224,0,4,73.94,0.343490498,"1980-2004, 3C"
1225,0,5,73.94,0.417208696,"1980-2004, 3C"
1226,0,6,73.94,0.478804973,"1980-2004, 3C"
1227,2,4,73.94,0.38587286,"1980-2004, 3C"
1228,2,5,73.94,0.450788735,"1980-2004, 3C"
1229,2,6,73.94,0.506439113,"1980-2004, 3C"
1230,3,4,73.94,0.403395601,"1980-2004, 3C"
1231,3,5,73.94,0.469041556,"1980-2004, 3C"
1232,3,6,73.94,0.518809529,"1980-2004, 3C"
1233,4,4,73.94,0.419605656,"1980-2004, 3C"
1234,4,5,73.94,0.481031527,"1980-2004, 3C"
1235,4,6,73.94,0.526061418,"1980-2004, 3C"
1236,0,4,80.96,0.402362566,"1980-2004, 3C"
1237,0,5,80.96,0.489020964,"1980-2004, 3C"
1238,0,6,80.96,0.571358249,"1980-2004, 3C"
1239,2,4,80.96,0.455816025,"1980-2004, 3C"
1240,2,5,80.96,0.534836375,"1980-2004, 3C"
1241,2,6,80.96,0.611288977,"1980-2004, 3C"
1242,3,4,80.96,0.47919213,"1980-2004, 3C"
1243,3,5,80.96,0.554894741,"1980-2004, 3C"
1244,3,6,80.96,0.631100161,"1980-2004, 3C"
1245,4,4,80.96,0.494477588,"1980-2004, 3C"
1246,4,5,80.96,0.573782914,"1980-2004, 3C"
1247,4,6,80.96,0.647391138,"1980-2004, 3C"
1248,0,4,59,0.160610185,"1980-2004, 3C"
1249,0,5,59,0.170953636,"1980-2004, 3C"
1250,0,6,59,0.171937738,"1980-2004, 3C"
1251,2,4,59,0.166084655,"1980-2004, 3C"
1252,2,5,59,0.170723056,"1980-2004, 3C"
1253,2,6,59,0.170711959,"1980-2004, 3C"
1254,3,4,59,0.168276861,"1980-2004, 3C"
1255,3,5,59,0.170655298,"1980-2004, 3C"
1256,3,6,59,0.170646477,"1980-2004, 3C"
1257,4,4,59,0.169167664,"1980-2004, 3C"
1258,4,5,59,0.169986823,"1980-2004, 3C"
1259,4,6,59,0.169981765,"1980-2004, 3C"
1260,0,4,60.98,0.172103561,"1980-2004, 3C"
1261,0,5,60.98,0.183605901,"1980-2004, 3C"
1262,0,6,60.98,0.188722325,"1980-2004, 3C"
1263,2,4,60.98,0.175219557,"1980-2004, 3C"
1264,2,5,60.98,0.183570322,"1980-2004, 3C"
1265,2,6,60.98,0.188753569,"1980-2004, 3C"
1266,3,4,60.98,0.177745083,"1980-2004, 3C"
1267,3,5,60.98,0.184652748,"1980-2004, 3C"
1268,3,6,60.98,0.189649887,"1980-2004, 3C"
1269,4,4,60.98,0.17957214,"1980-2004, 3C"
1270,4,5,60.98,0.185315575,"1980-2004, 3C"
1271,4,6,60.98,0.190223377,"1980-2004, 3C"
1272,0,4,62.06,0.229396661,"1980-2004, 3C"
1273,0,5,62.06,0.247400484,"1980-2004, 3C"
1274,0,6,62.06,0.258776802,"1980-2004, 3C"
1275,2,4,62.06,0.23634054,"1980-2004, 3C"
1276,2,5,62.06,0.252150911,"1980-2004, 3C"
1277,2,6,62.06,0.258878917,"1980-2004, 3C"
1278,3,4,62.06,0.241614541,"1980-2004, 3C"
1279,3,5,62.06,0.254988448,"1980-2004, 3C"
1280,3,6,62.06,0.260635132,"1980-2004, 3C"
1281,4,4,62.06,0.244689187,"1980-2004, 3C"
1282,4,5,62.06,0.255520045,"1980-2004, 3C"
1283,4,6,62.06,0.260719279,"1980-2004, 3C"
1284,0,4,68,0.300009593,"1980-2004, 3C"
1285,0,5,68,0.347361264,"1980-2004, 3C"
1286,0,6,68,0.375686652,"1980-2004, 3C"
1287,2,4,68,0.324525383,"1980-2004, 3C"
1288,2,5,68,0.361855208,"1980-2004, 3C"
1289,2,6,68,0.381650008,"1980-2004, 3C"
1290,3,4,68,0.335434255,"1980-2004, 3C"
1291,3,5,68,0.367218468,"1980-2004, 3C"
1292,3,6,68,0.383542569,"1980-2004, 3C"
1293,4,4,68,0.346275355,"1980-2004, 3C"
1294,4,5,68,0.371903642,"1980-2004, 3C"
1295,4,6,68,0.38511914,"1980-2004, 3C"
1296,0,4,82.04,0.399653481,"1980-2004, 3C"
1297,0,5,82.04,0.48506823,"1980-2004, 3C"
1298,0,6,82.04,0.559487009,"1980-2004, 3C"
1299,2,4,82.04,0.450865241,"1980-2004, 3C"
1300,2,5,82.04,0.526893812,"1980-2004, 3C"
1301,2,6,82.04,0.597059263,"1980-2004, 3C"
1302,3,4,82.04,0.472597161,"1980-2004, 3C"
1303,3,5,82.04,0.547457141,"1980-2004, 3C"
1304,3,6,82.04,0.615356584,"1980-2004, 3C"
1305,4,4,82.04,0.490187361,"1980-2004, 3C"
1306,4,5,82.04,0.566259556,"1980-2004, 3C"
1307,4,6,82.04,0.630805022,"1980-2004, 3C"
1308,0,4,89.06,0.46762605,"1980-2004, 3C"
1309,0,5,89.06,0.572483106,"1980-2004, 3C"
1310,0,6,89.06,0.673452408,"1980-2004, 3C"
1311,2,4,89.06,0.527443296,"1980-2004, 3C"
1312,2,5,89.06,0.629228355,"1980-2004, 3C"
1313,2,6,89.06,0.72133091,"1980-2004, 3C"
1314,3,4,89.06,0.559246502,"1980-2004, 3C"
1315,3,5,89.06,0.653910545,"1980-2004, 3C"
1316,3,6,89.06,0.750357092,"1980-2004, 3C"
1317,4,4,89.06,0.578785736,"1980-2004, 3C"
1318,4,5,89.06,0.670602838,"1980-2004, 3C"
1319,4,6,89.06,0.763000084,"1980-2004, 3C"
1320,0,4,84.92,0.427349265,"1980-2004, 3C"
1321,0,5,84.92,0.523551821,"1980-2004, 3C"
1322,0,6,84.92,0.616900497,"1980-2004, 3C"
1323,2,4,84.92,0.485072887,"1980-2004, 3C"
1324,2,5,84.92,0.575061389,"1980-2004, 3C"
1325,2,6,84.92,0.658090551,"1980-2004, 3C"
1326,3,4,84.92,0.511068035,"1980-2004, 3C"
1327,3,5,84.92,0.600522165,"1980-2004, 3C"
1328,3,6,84.92,0.681848061,"1980-2004, 3C"
1329,4,4,84.92,0.532332638,"1980-2004, 3C"
1330,4,5,84.92,0.622431849,"1980-2004, 3C"
1331,4,6,84.92,0.697149293,"1980-2004, 3C"
1332,0,4,78.98,0.397033388,"1980-2004, 3C"
1333,0,5,78.98,0.478627245,"1980-2004, 3C"
1334,0,6,78.98,0.553359787,"1980-2004, 3C"
1335,2,4,78.98,0.448678216,"1980-2004, 3C"
1336,2,5,78.98,0.522588513,"1980-2004, 3C"
1337,2,6,78.98,0.593422422,"1980-2004, 3C"
1338,3,4,78.98,0.470091347,"1980-2004, 3C"
1339,3,5,78.98,0.54216671,"1980-2004, 3C"
1340,3,6,78.98,0.606833637,"1980-2004, 3C"
1341,4,4,78.98,0.486860408,"1980-2004, 3C"
1342,4,5,78.98,0.561281972,"1980-2004, 3C"
1343,4,6,78.98,0.62107842,"1980-2004, 3C"
1344,0,4,64.94,0.31005638,"1980-2004, 3C"
1345,0,5,64.94,0.35715773,"1980-2004, 3C"
1346,0,6,64.94,0.38492538,"1980-2004, 3C"
1347,2,4,64.94,0.33659092,"1980-2004, 3C"
1348,2,5,64.94,0.372367566,"1980-2004, 3C"
1349,2,6,64.94,0.391250121,"1980-2004, 3C"
1350,3,4,64.94,0.347011481,"1980-2004, 3C"
1351,3,5,64.94,0.378036071,"1980-2004, 3C"
1352,3,6,64.94,0.393712037,"1980-2004, 3C"
1353,4,4,64.94,0.355623897,"1980-2004, 3C"
1354,4,5,64.94,0.381306565,"1980-2004, 3C"
1355,4,6,64.94,0.394454778,"1980-2004, 3C"
1356,0,4,71.06,0.336974857,"1980-2004, 3C"
1357,0,5,71.06,0.398083375,"1980-2004, 3C"
1358,0,6,71.06,0.447443955,"1980-2004, 3C"
1359,2,4,71.06,0.368397752,"1980-2004, 3C"
1360,2,5,71.06,0.424587714,"1980-2004, 3C"
1361,2,6,71.06,0.461688207,"1980-2004, 3C"
1362,3,4,71.06,0.384645722,"1980-2004, 3C"
1363,3,5,71.06,0.43602284,"1980-2004, 3C"
1364,3,6,71.06,0.467103662,"1980-2004, 3C"
1365,4,4,71.06,0.399168144,"1980-2004, 3C"
1366,4,5,71.06,0.445457163,"1980-2004, 3C"
1367,4,6,71.06,0.471538253,"1980-2004, 3C"
1368,0,4,69.08,0.300097388,"1980-2004, 3C"
1369,0,5,69.08,0.35896915,"1980-2004, 3C"
1370,0,6,69.08,0.391728914,"1980-2004, 3C"
1371,2,4,69.08,0.333461532,"1980-2004, 3C"
1372,2,5,69.08,0.378163512,"1980-2004, 3C"
1373,2,6,69.08,0.401912099,"1980-2004, 3C"
1374,3,4,69.08,0.347837847,"1980-2004, 3C"
1375,3,5,69.08,0.385229878,"1980-2004, 3C"
1376,3,6,69.08,0.405465438,"1980-2004, 3C"
1377,4,4,69.08,0.358230293,"1980-2004, 3C"
1378,4,5,69.08,0.391085582,"1980-2004, 3C"
1379,4,6,69.08,0.40819945,"1980-2004, 3C"
1380,0,4,66.92,0.276313752,"1980-2004, 3C"
1381,0,5,66.92,0.302632817,"1980-2004, 3C"
1382,0,6,66.92,0.315494821,"1980-2004, 3C"
1383,2,4,66.92,0.289331934,"1980-2004, 3C"
1384,2,5,66.92,0.308101852,"1980-2004, 3C"
1385,2,6,66.92,0.315749779,"1980-2004, 3C"
1386,3,4,66.92,0.295193288,"1980-2004, 3C"
1387,3,5,66.92,0.31140039,"1980-2004, 3C"
1388,3,6,66.92,0.316807732,"1980-2004, 3C"
1389,4,4,66.92,0.30024136,"1980-2004, 3C"
1390,4,5,66.92,0.313157171,"1980-2004, 3C"
1391,4,6,66.92,0.316351387,"1980-2004, 3C"
1392,0,4,62.96,0.265773877,"1980-2004, 3C"
1393,0,5,62.96,0.293478486,"1980-2004, 3C"
1394,0,6,62.96,0.309650445,"1980-2004, 3C"
1395,2,4,62.96,0.280393375,"1980-2004, 3C"
1396,2,5,62.96,0.299981536,"1980-2004, 3C"
1397,2,6,62.96,0.310702024,"1980-2004, 3C"
1398,3,4,62.96,0.285839877,"1980-2004, 3C"
1399,3,5,62.96,0.303102881,"1980-2004, 3C"
1400,3,6,62.96,0.311828102,"1980-2004, 3C"
1401,4,4,62.96,0.29100591,"1980-2004, 3C"
1402,4,5,62.96,0.305235881,"1980-2004, 3C"
1403,4,6,62.96,0.312221962,"1980-2004, 3C"
1404,0,4,64.94,0.274841938,"1980-2004, 3C"
1405,0,5,64.94,0.30465589,"1980-2004, 3C"
1406,0,6,64.94,0.321802347,"1980-2004, 3C"
1407,2,4,64.94,0.29098173,"1980-2004, 3C"
1408,2,5,64.94,0.312257519,"1980-2004, 3C"
1409,2,6,64.94,0.325137886,"1980-2004, 3C"
1410,3,4,64.94,0.296943906,"1980-2004, 3C"
1411,3,5,64.94,0.316896203,"1980-2004, 3C"
1412,3,6,64.94,0.326999964,"1980-2004, 3C"
1413,4,4,64.94,0.302542516,"1980-2004, 3C"
1414,4,5,64.94,0.318872401,"1980-2004, 3C"
1415,4,6,64.94,0.326974502,"1980-2004, 3C"
1416,0,4,62.06,0.2316199,"1980-2004, 3C"
1417,0,5,62.06,0.251290059,"1980-2004, 3C"
1418,0,6,62.06,0.263862957,"1980-2004, 3C"
1419,2,4,62.06,0.239879071,"1980-2004, 3C"
1420,2,5,62.06,0.25683,"1980-2004, 3C"
1421,2,6,62.06,0.264418434,"1980-2004, 3C"
1422,3,4,62.06,0.243632675,"1980-2004, 3C"
1423,3,5,62.06,0.259079949,"1980-2004, 3C"
1424,3,6,62.06,0.264974397,"1980-2004, 3C"
1425,4,4,62.06,0.247850668,"1980-2004, 3C"
1426,4,5,62.06,0.260213696,"1980-2004, 3C"
1427,4,6,62.06,0.264611654,"1980-2004, 3C"
1428,0,4,57.02,0.069474906,"1980-2004, 3C"
1429,0,5,57.02,0.069471462,"1980-2004, 3C"
1430,0,6,57.02,0.06946977,"1980-2004, 3C"
1431,2,4,57.02,0.067692876,"1980-2004, 3C"
1432,2,5,57.02,0.067688756,"1980-2004, 3C"
1433,2,6,57.02,0.067684391,"1980-2004, 3C"
1434,3,4,57.02,0.065980435,"1980-2004, 3C"
1435,3,5,57.02,0.06597246,"1980-2004, 3C"
1436,3,6,57.02,0.065970505,"1980-2004, 3C"
1437,4,4,57.02,0.065187012,"1980-2004, 3C"
1438,4,5,57.02,0.065181978,"1980-2004, 3C"
1439,4,6,57.02,0.065179597,"1980-2004, 3C"
1440,0,4,73.04,0.306330263,"1980-2004, 3C"
1441,0,5,73.04,0.354094312,"1980-2004, 3C"
1442,0,6,73.04,0.379252899,"1980-2004, 3C"
1443,2,4,73.04,0.330437864,"1980-2004, 3C"
1444,2,5,73.04,0.3652158,"1980-2004, 3C"
1445,2,6,73.04,0.383084163,"1980-2004, 3C"
1446,3,4,73.04,0.340433144,"1980-2004, 3C"
1447,3,5,73.04,0.370916484,"1980-2004, 3C"
1448,3,6,73.04,0.385906635,"1980-2004, 3C"
1449,4,4,73.04,0.350034141,"1980-2004, 3C"
1450,4,5,73.04,0.376108425,"1980-2004, 3C"
1451,4,6,73.04,0.387331283,"1980-2004, 3C"
1452,0,4,60.98,0.201126902,"1980-2004, 3C"
1453,0,5,60.98,0.217683174,"1980-2004, 3C"
1454,0,6,60.98,0.222701165,"1980-2004, 3C"
1455,2,4,60.98,0.208012715,"1980-2004, 3C"
1456,2,5,60.98,0.221393516,"1980-2004, 3C"
1457,2,6,60.98,0.223427156,"1980-2004, 3C"
1458,3,4,60.98,0.211582961,"1980-2004, 3C"
1459,3,5,60.98,0.221282584,"1980-2004, 3C"
1460,3,6,60.98,0.222241882,"1980-2004, 3C"
1461,4,4,60.98,0.214559214,"1980-2004, 3C"
1462,4,5,60.98,0.221900482,"1980-2004, 3C"
1463,4,6,60.98,0.222406719,"1980-2004, 3C"
1464,0,4,60.98,0.201729168,"1980-2004, 3C"
1465,0,5,60.98,0.21778283,"1980-2004, 3C"
1466,0,6,60.98,0.223474725,"1980-2004, 3C"
1467,2,4,60.98,0.208347942,"1980-2004, 3C"
1468,2,5,60.98,0.22071386,"1980-2004, 3C"
1469,2,6,60.98,0.22377801,"1980-2004, 3C"
1470,3,4,60.98,0.212362289,"1980-2004, 3C"
1471,3,5,60.98,0.221465449,"1980-2004, 3C"
1472,3,6,60.98,0.224011969,"1980-2004, 3C"
1473,4,4,60.98,0.215870357,"1980-2004, 3C"
1474,4,5,60.98,0.222517487,"1980-2004, 3C"
1475,4,6,60.98,0.224899796,"1980-2004, 3C"
1476,0,4,69.98,0.3194018,"1980-2004, 3C"
1477,0,5,69.98,0.371283237,"1980-2004, 3C"
1478,0,6,69.98,0.404176893,"1980-2004, 3C"
1479,2,4,69.98,0.345806463,"1980-2004, 3C"
1480,2,5,69.98,0.388701899,"1980-2004, 3C"
1481,2,6,69.98,0.412332204,"1980-2004, 3C"
1482,3,4,69.98,0.36045575,"1980-2004, 3C"
1483,3,5,69.98,0.395711282,"1980-2004, 3C"
1484,3,6,69.98,0.414725445,"1980-2004, 3C"
1485,4,4,69.98,0.370915465,"1980-2004, 3C"
1486,4,5,69.98,0.401544438,"1980-2004, 3C"
1487,4,6,69.98,0.417390322,"1980-2004, 3C"
1488,0,4,71.06,0.341041012,"1980-2004, 3C"
1489,0,5,71.06,0.398744023,"1980-2004, 3C"
1490,0,6,71.06,0.434690529,"1980-2004, 3C"
1491,2,4,71.06,0.370694421,"1980-2004, 3C"
1492,2,5,71.06,0.419870581,"1980-2004, 3C"
1493,2,6,71.06,0.444642101,"1980-2004, 3C"
1494,3,4,71.06,0.385851697,"1980-2004, 3C"
1495,3,5,71.06,0.426873858,"1980-2004, 3C"
1496,3,6,71.06,0.448772752,"1980-2004, 3C"
1497,4,4,71.06,0.398088635,"1980-2004, 3C"
1498,4,5,71.06,0.432714922,"1980-2004, 3C"
1499,4,6,71.06,0.451120341,"1980-2004, 3C"
1500,0,4,60.08,0.134359094,"1980-2004, 3C"
1501,0,5,60.08,0.135302627,"1980-2004, 3C"
1502,0,6,60.08,0.135303398,"1980-2004, 3C"
1503,2,4,60.08,0.13199187,"1980-2004, 3C"
1504,2,5,60.08,0.131987331,"1980-2004, 3C"
1505,2,6,60.08,0.131992346,"1980-2004, 3C"
1506,3,4,60.08,0.130441317,"1980-2004, 3C"
1507,3,5,60.08,0.130436708,"1980-2004, 3C"
1508,3,6,60.08,0.130435945,"1980-2004, 3C"
1509,4,4,60.08,0.130072836,"1980-2004, 3C"
1510,4,5,60.08,0.13007296,"1980-2004, 3C"
1511,4,6,60.08,0.130072916,"1980-2004, 3C"
1512,0,4,68,0.331133203,"1980-2004, 3C"
1513,0,5,68,0.399543657,"1980-2004, 3C"
1514,0,6,68,0.44293525,"1980-2004, 3C"
1515,2,4,68,0.368897277,"1980-2004, 3C"
1516,2,5,68,0.421426435,"1980-2004, 3C"
1517,2,6,68,0.453969641,"1980-2004, 3C"
1518,3,4,68,0.384141025,"1980-2004, 3C"
1519,3,5,68,0.432660579,"1980-2004, 3C"
1520,3,6,68,0.458355657,"1980-2004, 3C"
1521,4,4,68,0.396846714,"1980-2004, 3C"
1522,4,5,68,0.440158252,"1980-2004, 3C"
1523,4,6,68,0.460695038,"1980-2004, 3C"
1524,0,4,75.02,0.37927176,"1980-2004, 3C"
1525,0,5,75.02,0.459186393,"1980-2004, 3C"
1526,0,6,75.02,0.525118604,"1980-2004, 3C"
1527,2,4,75.02,0.422715146,"1980-2004, 3C"
1528,2,5,75.02,0.492972392,"1980-2004, 3C"
1529,2,6,75.02,0.557078564,"1980-2004, 3C"
1530,3,4,75.02,0.444571804,"1980-2004, 3C"
1531,3,5,75.02,0.515725471,"1980-2004, 3C"
1532,3,6,75.02,0.571444888,"1980-2004, 3C"
1533,4,4,75.02,0.462068655,"1980-2004, 3C"
1534,4,5,75.02,0.527542634,"1980-2004, 3C"
1535,4,6,75.02,0.578508174,"1980-2004, 3C"
1536,0,4,84.02,0.43870097,"1980-2004, 3C"
1537,0,5,84.02,0.538251388,"1980-2004, 3C"
1538,0,6,84.02,0.629641635,"1980-2004, 3C"
1539,2,4,84.02,0.500418193,"1980-2004, 3C"
1540,2,5,84.02,0.591630871,"1980-2004, 3C"
1541,2,6,84.02,0.677465617,"1980-2004, 3C"
1542,3,4,84.02,0.525685128,"1980-2004, 3C"
1543,3,5,84.02,0.614295892,"1980-2004, 3C"
1544,3,6,84.02,0.699295858,"1980-2004, 3C"
1545,4,4,84.02,0.542876045,"1980-2004, 3C"
1546,4,5,84.02,0.627423787,"1980-2004, 3C"
1547,4,6,84.02,0.709423469,"1980-2004, 3C"
1548,0,4,91.04,0.49249985,"1980-2004, 3C"
1549,0,5,91.04,0.606481206,"1980-2004, 3C"
1550,0,6,91.04,0.708941563,"1980-2004, 3C"
1551,2,4,91.04,0.56028916,"1980-2004, 3C"
1552,2,5,91.04,0.669399485,"1980-2004, 3C"
1553,2,6,91.04,0.767870652,"1980-2004, 3C"
1554,3,4,91.04,0.587789134,"1980-2004, 3C"
1555,3,5,91.04,0.695092898,"1980-2004, 3C"
1556,3,6,91.04,0.792061918,"1980-2004, 3C"
1557,4,4,91.04,0.603649594,"1980-2004, 3C"
1558,4,5,91.04,0.710773942,"1980-2004, 3C"
1559,4,6,91.04,0.805456901,"1980-2004, 3C"
1560,0,4,62.06,0.25012275,"1980-2004, 3C"
1561,0,5,62.06,0.267643942,"1980-2004, 3C"
1562,0,6,62.06,0.274064831,"1980-2004, 3C"
1563,2,4,62.06,0.257706078,"1980-2004, 3C"
1564,2,5,62.06,0.269735832,"1980-2004, 3C"
1565,2,6,62.06,0.271467392,"1980-2004, 3C"
1566,3,4,62.06,0.261068422,"1980-2004, 3C"
1567,3,5,62.06,0.270643072,"1980-2004, 3C"
1568,3,6,62.06,0.270870611,"1980-2004, 3C"
1569,4,4,62.06,0.263422048,"1980-2004, 3C"
1570,4,5,62.06,0.269826101,"1980-2004, 3C"
1571,4,6,62.06,0.269827636,"1980-2004, 3C"
1572,0,4,68,0.348354522,"1980-2004, 3C"
1573,0,5,68,0.419035186,"1980-2004, 3C"
1574,0,6,68,0.46241572,"1980-2004, 3C"
1575,2,4,68,0.388496372,"1980-2004, 3C"
1576,2,5,68,0.442785833,"1980-2004, 3C"
1577,2,6,68,0.474450548,"1980-2004, 3C"
1578,3,4,68,0.406024755,"1980-2004, 3C"
1579,3,5,68,0.453067748,"1980-2004, 3C"
1580,3,6,68,0.477710259,"1980-2004, 3C"
1581,4,4,68,0.418415481,"1980-2004, 3C"
1582,4,5,68,0.460981579,"1980-2004, 3C"
1583,4,6,68,0.481328466,"1980-2004, 3C"
1584,0,4,62.96,0.296689724,"1980-2004, 3C"
1585,0,5,62.96,0.332471215,"1980-2004, 3C"
1586,0,6,62.96,0.352628919,"1980-2004, 3C"
1587,2,4,62.96,0.314900124,"1980-2004, 3C"
1588,2,5,62.96,0.343524979,"1980-2004, 3C"
1589,2,6,62.96,0.359571546,"1980-2004, 3C"
1590,3,4,62.96,0.323710856,"1980-2004, 3C"
1591,3,5,62.96,0.347557123,"1980-2004, 3C"
1592,3,6,62.96,0.361329061,"1980-2004, 3C"
1593,4,4,62.96,0.329436405,"1980-2004, 3C"
1594,4,5,62.96,0.35042383,"1980-2004, 3C"
1595,4,6,62.96,0.362079918,"1980-2004, 3C"
1596,0,4,69.08,0.35338463,"1980-2004, 3C"
1597,0,5,69.08,0.416552192,"1980-2004, 3C"
1598,0,6,69.08,0.467149595,"1980-2004, 3C"
1599,2,4,69.08,0.386064833,"1980-2004, 3C"
1600,2,5,69.08,0.444524197,"1980-2004, 3C"
1601,2,6,69.08,0.483195878,"1980-2004, 3C"
1602,3,4,69.08,0.402739105,"1980-2004, 3C"
1603,3,5,69.08,0.456212703,"1980-2004, 3C"
1604,3,6,69.08,0.489615918,"1980-2004, 3C"
1605,4,4,69.08,0.416920085,"1980-2004, 3C"
1606,4,5,69.08,0.465409071,"1980-2004, 3C"
1607,4,6,69.08,0.493085429,"1980-2004, 3C"
1608,0,4,66.02,0.332300677,"1980-2004, 3C"
1609,0,5,66.02,0.387312554,"1980-2004, 3C"
1610,0,6,66.02,0.427182882,"1980-2004, 3C"
1611,2,4,66.02,0.361581577,"1980-2004, 3C"
1612,2,5,66.02,0.409351049,"1980-2004, 3C"
1613,2,6,66.02,0.436098479,"1980-2004, 3C"
1614,3,4,66.02,0.376124949,"1980-2004, 3C"
1615,3,5,66.02,0.41817556,"1980-2004, 3C"
1616,3,6,66.02,0.438902124,"1980-2004, 3C"
1617,4,4,66.02,0.388164257,"1980-2004, 3C"
1618,4,5,66.02,0.424120682,"1980-2004, 3C"
1619,4,6,66.02,0.441453654,"1980-2004, 3C"
1620,0,4,69.08,0.336235627,"1980-2004, 3C"
1621,0,5,69.08,0.394045459,"1980-2004, 3C"
1622,0,6,69.08,0.432896031,"1980-2004, 3C"
1623,2,4,69.08,0.365065668,"1980-2004, 3C"
1624,2,5,69.08,0.414003275,"1980-2004, 3C"
1625,2,6,69.08,0.441837267,"1980-2004, 3C"
1626,3,4,69.08,0.380253133,"1980-2004, 3C"
1627,3,5,69.08,0.422037291,"1980-2004, 3C"
1628,3,6,69.08,0.444272573,"1980-2004, 3C"
1629,4,4,69.08,0.389912063,"1980-2004, 3C"
1630,4,5,69.08,0.428691626,"1980-2004, 3C"
1631,4,6,69.08,0.447548165,"1980-2004, 3C"
1632,0,4,68,0.363249323,"1980-2004, 3C"
1633,0,5,68,0.441206226,"1980-2004, 3C"
1634,0,6,68,0.494435716,"1980-2004, 3C"
1635,2,4,68,0.407609521,"1980-2004, 3C"
1636,2,5,68,0.470276934,"1980-2004, 3C"
1637,2,6,68,0.511737184,"1980-2004, 3C"
1638,3,4,68,0.427079502,"1980-2004, 3C"
1639,3,5,68,0.482475057,"1980-2004, 3C"
1640,3,6,68,0.518413956,"1980-2004, 3C"
1641,4,4,68,0.441535149,"1980-2004, 3C"
1642,4,5,68,0.492886896,"1980-2004, 3C"
1643,4,6,68,0.521493269,"1980-2004, 3C"
1644,0,4,80.06,0.412286252,"1980-2004, 3C"
1645,0,5,80.06,0.49996313,"1980-2004, 3C"
1646,0,6,80.06,0.583731346,"1980-2004, 3C"
1647,2,4,80.06,0.466625624,"1980-2004, 3C"
1648,2,5,80.06,0.547395966,"1980-2004, 3C"
1649,2,6,80.06,0.627381434,"1980-2004, 3C"
1650,3,4,80.06,0.490529161,"1980-2004, 3C"
