,precool_deg,reset_deg,max_oat,shed_W_ft2,"Vintage, Climate"
1651,3,5,80.06,0.569074798,"1980-2004, 3C"
1652,3,6,80.06,0.642483779,"1980-2004, 3C"
1653,4,4,80.06,0.5069871,"1980-2004, 3C"
1654,4,5,80.06,0.582688174,"1980-2004, 3C"
1655,4,6,80.06,0.656067379,"1980-2004, 3C"
1656,0,4,69.98,0.356838482,"1980-2004, 3C"
1657,0,5,69.98,0.420403098,"1980-2004, 3C"
1658,0,6,69.98,0.47498154,"1980-2004, 3C"
1659,2,4,69.98,0.394622697,"1980-2004, 3C"
1660,2,5,69.98,0.451500647,"1980-2004, 3C"
1661,2,6,69.98,0.494931819,"1980-2004, 3C"
1662,3,4,69.98,0.408514776,"1980-2004, 3C"
1663,3,5,69.98,0.465205392,"1980-2004, 3C"
1664,3,6,69.98,0.501925415,"1980-2004, 3C"
1665,4,4,69.98,0.421750959,"1980-2004, 3C"
1666,4,5,69.98,0.473209846,"1980-2004, 3C"
1667,4,6,69.98,0.506391746,"1980-2004, 3C"
1668,0,4,73.04,0.39151191,"1980-2004, 3C"
1669,0,5,73.04,0.476977411,"1980-2004, 3C"
1670,0,6,73.04,0.551792097,"1980-2004, 3C"
1671,2,4,73.04,0.440357547,"1980-2004, 3C"
1672,2,5,73.04,0.515420658,"1980-2004, 3C"
1673,2,6,73.04,0.587828571,"1980-2004, 3C"
1674,3,4,73.04,0.458477991,"1980-2004, 3C"
1675,3,5,73.04,0.535328098,"1980-2004, 3C"
1676,3,6,73.04,0.602766511,"1980-2004, 3C"
1677,4,4,73.04,0.479619439,"1980-2004, 3C"
1678,4,5,73.04,0.54965787,"1980-2004, 3C"
1679,4,6,73.04,0.61493802,"1980-2004, 3C"
1680,0,4,68,0.347734306,"1980-2004, 3C"
1681,0,5,68,0.411608441,"1980-2004, 3C"
1682,0,6,68,0.457315774,"1980-2004, 3C"
1683,2,4,68,0.37786109,"1980-2004, 3C"
1684,2,5,68,0.434310701,"1980-2004, 3C"
1685,2,6,68,0.467286339,"1980-2004, 3C"
1686,3,4,68,0.394928992,"1980-2004, 3C"
1687,3,5,68,0.443995037,"1980-2004, 3C"
1688,3,6,68,0.470913583,"1980-2004, 3C"
1689,4,4,68,0.40697709,"1980-2004, 3C"
1690,4,5,68,0.452346322,"1980-2004, 3C"
1691,4,6,68,0.474070312,"1980-2004, 3C"
1692,0,4,62.06,0.253261158,"1980-2004, 3C"
1693,0,5,62.06,0.273576045,"1980-2004, 3C"
1694,0,6,62.06,0.283598653,"1980-2004, 3C"
1695,2,4,62.06,0.264159197,"1980-2004, 3C"
1696,2,5,62.06,0.277870274,"1980-2004, 3C"
1697,2,6,62.06,0.281746235,"1980-2004, 3C"
1698,3,4,62.06,0.268286322,"1980-2004, 3C"
1699,3,5,62.06,0.28004676,"1980-2004, 3C"
1700,3,6,62.06,0.281844101,"1980-2004, 3C"
1701,4,4,62.06,0.270821151,"1980-2004, 3C"
1702,4,5,62.06,0.28196297,"1980-2004, 3C"
1703,4,6,62.06,0.280094211,"1980-2004, 3C"
1704,0,4,64.04,0.286769913,"1980-2004, 3C"
1705,0,5,64.04,0.322881601,"1980-2004, 3C"
1706,0,6,64.04,0.341531038,"1980-2004, 3C"
1707,2,4,64.04,0.305115385,"1980-2004, 3C"
1708,2,5,64.04,0.332526439,"1980-2004, 3C"
1709,2,6,64.04,0.347454872,"1980-2004, 3C"
1710,3,4,64.04,0.314065784,"1980-2004, 3C"
1711,3,5,64.04,0.336151121,"1980-2004, 3C"
1712,3,6,64.04,0.348382269,"1980-2004, 3C"
1713,4,4,64.04,0.320974353,"1980-2004, 3C"
1714,4,5,64.04,0.338994008,"1980-2004, 3C"
1715,4,6,64.04,0.348573865,"1980-2004, 3C"
1716,0,4,66.02,0.318561598,"1980-2004, 3C"
1717,0,5,66.02,0.367633645,"1980-2004, 3C"
1718,0,6,66.02,0.393837015,"1980-2004, 3C"
1719,2,4,66.02,0.343288231,"1980-2004, 3C"
1720,2,5,66.02,0.381995546,"1980-2004, 3C"
1721,2,6,66.02,0.402330488,"1980-2004, 3C"
1722,3,4,66.02,0.355958852,"1980-2004, 3C"
1723,3,5,66.02,0.388209672,"1980-2004, 3C"
1724,3,6,66.02,0.404703355,"1980-2004, 3C"
1725,4,4,66.02,0.365405936,"1980-2004, 3C"
1726,4,5,66.02,0.392586088,"1980-2004, 3C"
1727,4,6,66.02,0.406126352,"1980-2004, 3C"
1728,0,4,64.04,0.290224246,"1980-2004, 3C"
1729,0,5,64.04,0.329776008,"1980-2004, 3C"
1730,0,6,64.04,0.351609405,"1980-2004, 3C"
1731,2,4,64.04,0.310285732,"1980-2004, 3C"
1732,2,5,64.04,0.341285735,"1980-2004, 3C"
1733,2,6,64.04,0.358779975,"1980-2004, 3C"
1734,3,4,64.04,0.320216181,"1980-2004, 3C"
1735,3,5,64.04,0.346449925,"1980-2004, 3C"
1736,3,6,64.04,0.360763057,"1980-2004, 3C"
1737,4,4,64.04,0.327316986,"1980-2004, 3C"
1738,4,5,64.04,0.349464801,"1980-2004, 3C"
1739,4,6,64.04,0.361639633,"1980-2004, 3C"
1740,0,4,69.98,0.345339565,"1980-2004, 3C"
1741,0,5,69.98,0.415776626,"1980-2004, 3C"
1742,0,6,69.98,0.459948503,"1980-2004, 3C"
1743,2,4,69.98,0.383696768,"1980-2004, 3C"
1744,2,5,69.98,0.439832625,"1980-2004, 3C"
1745,2,6,69.98,0.471699093,"1980-2004, 3C"
1746,3,4,69.98,0.398816374,"1980-2004, 3C"
1747,3,5,69.98,0.449125671,"1980-2004, 3C"
1748,3,6,69.98,0.476865767,"1980-2004, 3C"
1749,4,4,69.98,0.412621336,"1980-2004, 3C"
1750,4,5,69.98,0.456841405,"1980-2004, 3C"
1751,4,6,69.98,0.479616833,"1980-2004, 3C"
1752,0,4,73.04,0.375092244,"1980-2004, 3C"
1753,0,5,73.04,0.451724448,"1980-2004, 3C"
1754,0,6,73.04,0.514659946,"1980-2004, 3C"
1755,2,4,73.04,0.417594908,"1980-2004, 3C"
1756,2,5,73.04,0.48619629,"1980-2004, 3C"
1757,2,6,73.04,0.540343562,"1980-2004, 3C"
1758,3,4,73.04,0.436024901,"1980-2004, 3C"
1759,3,5,73.04,0.501398734,"1980-2004, 3C"
1760,3,6,73.04,0.550854493,"1980-2004, 3C"
1761,4,4,73.04,0.455110266,"1980-2004, 3C"
1762,4,5,73.04,0.516247584,"1980-2004, 3C"
1763,4,6,73.04,0.558622186,"1980-2004, 3C"
1764,0,4,73.04,0.376259704,"1980-2004, 3C"
1765,0,5,73.04,0.450735637,"1980-2004, 3C"
1766,0,6,73.04,0.512595489,"1980-2004, 3C"
1767,2,4,73.04,0.418585366,"1980-2004, 3C"
1768,2,5,73.04,0.484287957,"1980-2004, 3C"
1769,2,6,73.04,0.535307116,"1980-2004, 3C"
1770,3,4,73.04,0.436647427,"1980-2004, 3C"
1771,3,5,73.04,0.500246202,"1980-2004, 3C"
1772,3,6,73.04,0.5444677,"1980-2004, 3C"
1773,4,4,73.04,0.455508783,"1980-2004, 3C"
1774,4,5,73.04,0.514493358,"1980-2004, 3C"
1775,4,6,73.04,0.551560858,"1980-2004, 3C"
1776,0,4,71.96,0.37617258,"1980-2004, 3C"
1777,0,5,71.96,0.453215217,"1980-2004, 3C"
1778,0,6,71.96,0.516226308,"1980-2004, 3C"
1779,2,4,71.96,0.419618438,"1980-2004, 3C"
1780,2,5,71.96,0.487989107,"1980-2004, 3C"
1781,2,6,71.96,0.541299035,"1980-2004, 3C"
1782,3,4,71.96,0.438423628,"1980-2004, 3C"
1783,3,5,71.96,0.503938597,"1980-2004, 3C"
1784,3,6,71.96,0.551055143,"1980-2004, 3C"
1785,4,4,71.96,0.457398207,"1980-2004, 3C"
1786,4,5,71.96,0.518034702,"1980-2004, 3C"
1787,4,6,71.96,0.557967377,"1980-2004, 3C"
1788,0,4,64.04,0.300134805,"1980-2004, 3C"
1789,0,5,64.04,0.339517141,"1980-2004, 3C"
1790,0,6,64.04,0.35939349,"1980-2004, 3C"
1791,2,4,64.04,0.320968032,"1980-2004, 3C"
1792,2,5,64.04,0.349579384,"1980-2004, 3C"
1793,2,6,64.04,0.366798474,"1980-2004, 3C"
1794,3,4,64.04,0.330658391,"1980-2004, 3C"
1795,3,5,64.04,0.354882647,"1980-2004, 3C"
1796,3,6,64.04,0.368792173,"1980-2004, 3C"
1797,4,4,64.04,0.337183968,"1980-2004, 3C"
1798,4,5,64.04,0.357500796,"1980-2004, 3C"
1799,4,6,64.04,0.369181389,"1980-2004, 3C"
1800,0,4,68,0.343064856,"1980-2004, 3C"
1801,0,5,68,0.403773986,"1980-2004, 3C"
1802,0,6,68,0.442083539,"1980-2004, 3C"
1803,2,4,68,0.373835383,"1980-2004, 3C"
1804,2,5,68,0.422955572,"1980-2004, 3C"
1805,2,6,68,0.449875381,"1980-2004, 3C"
1806,3,4,68,0.385922376,"1980-2004, 3C"
1807,3,5,68,0.431029273,"1980-2004, 3C"
1808,3,6,68,0.451413219,"1980-2004, 3C"
1809,4,4,68,0.399238694,"1980-2004, 3C"
1810,4,5,68,0.437353655,"1980-2004, 3C"
1811,4,6,68,0.451739816,"1980-2004, 3C"
1812,0,4,68,0.359610845,"1980-2004, 3C"
1813,0,5,68,0.422727192,"1980-2004, 3C"
1814,0,6,68,0.468966339,"1980-2004, 3C"
1815,2,4,68,0.393008618,"1980-2004, 3C"
1816,2,5,68,0.449370714,"1980-2004, 3C"
1817,2,6,68,0.483896319,"1980-2004, 3C"
1818,3,4,68,0.40960444,"1980-2004, 3C"
1819,3,5,68,0.459322676,"1980-2004, 3C"
1820,3,6,68,0.488772842,"1980-2004, 3C"
1821,4,4,68,0.424099671,"1980-2004, 3C"
1822,4,5,68,0.468113062,"1980-2004, 3C"
1823,4,6,68,0.491218201,"1980-2004, 3C"
1824,0,4,84.92,0.447101073,"1980-2004, 3C"
1825,0,5,84.92,0.547277535,"1980-2004, 3C"
1826,0,6,84.92,0.644174854,"1980-2004, 3C"
1827,2,4,84.92,0.507460271,"1980-2004, 3C"
1828,2,5,84.92,0.604292155,"1980-2004, 3C"
1829,2,6,84.92,0.694820169,"1980-2004, 3C"
1830,3,4,84.92,0.536880469,"1980-2004, 3C"
1831,3,5,84.92,0.629686219,"1980-2004, 3C"
1832,3,6,84.92,0.717492015,"1980-2004, 3C"
1833,4,4,84.92,0.555075301,"1980-2004, 3C"
1834,4,5,84.92,0.646056215,"1980-2004, 3C"
1835,4,6,84.92,0.729132222,"1980-2004, 3C"
1836,0,4,80.96,0.446402023,"1980-2004, 3C"
1837,0,5,80.96,0.546406677,"1980-2004, 3C"
1838,0,6,80.96,0.642682103,"1980-2004, 3C"
1839,2,4,80.96,0.505822771,"1980-2004, 3C"
1840,2,5,80.96,0.601601124,"1980-2004, 3C"
1841,2,6,80.96,0.691782977,"1980-2004, 3C"
1842,3,4,80.96,0.536096211,"1980-2004, 3C"
1843,3,5,80.96,0.624380143,"1980-2004, 3C"
1844,3,6,80.96,0.711783171,"1980-2004, 3C"
1845,4,4,80.96,0.550267784,"1980-2004, 3C"
1846,4,5,80.96,0.636989713,"1980-2004, 3C"
1847,4,6,80.96,0.720882372,"1980-2004, 3C"
1848,0,4,73.94,0.391313999,"1980-2004, 3C"
1849,0,5,73.94,0.476235487,"1980-2004, 3C"
1850,0,6,73.94,0.548789142,"1980-2004, 3C"
1851,2,4,73.94,0.441101095,"1980-2004, 3C"
1852,2,5,73.94,0.516638479,"1980-2004, 3C"
1853,2,6,73.94,0.580601355,"1980-2004, 3C"
1854,3,4,73.94,0.463018918,"1980-2004, 3C"
1855,3,5,73.94,0.532339642,"1980-2004, 3C"
1856,3,6,73.94,0.593512506,"1980-2004, 3C"
1857,4,4,73.94,0.479387804,"1980-2004, 3C"
1858,4,5,73.94,0.545976356,"1980-2004, 3C"
1859,4,6,73.94,0.602390123,"1980-2004, 3C"
1860,0,4,69.08,0.364593975,"1980-2004, 3C"
1861,0,5,69.08,0.434320627,"1980-2004, 3C"
1862,0,6,69.08,0.484721901,"1980-2004, 3C"
1863,2,4,69.08,0.399432438,"1980-2004, 3C"
1864,2,5,69.08,0.460415444,"1980-2004, 3C"
1865,2,6,69.08,0.50111874,"1980-2004, 3C"
1866,3,4,69.08,0.41371486,"1980-2004, 3C"
1867,3,5,69.08,0.47139314,"1980-2004, 3C"
1868,3,6,69.08,0.508548921,"1980-2004, 3C"
1869,4,4,69.08,0.429282849,"1980-2004, 3C"
1870,4,5,69.08,0.481645774,"1980-2004, 3C"
1871,4,6,69.08,0.514305122,"1980-2004, 3C"
1872,0,4,77,0.387165023,"1980-2004, 3C"
1873,0,5,77,0.47124796,"1980-2004, 3C"
1874,0,6,77,0.548590233,"1980-2004, 3C"
1875,2,4,77,0.436219745,"1980-2004, 3C"
1876,2,5,77,0.51359741,"1980-2004, 3C"
1877,2,6,77,0.58314359,"1980-2004, 3C"
1878,3,4,77,0.457302104,"1980-2004, 3C"
1879,3,5,77,0.53376223,"1980-2004, 3C"
1880,3,6,77,0.599907009,"1980-2004, 3C"
1881,4,4,77,0.475546109,"1980-2004, 3C"
1882,4,5,77,0.550689193,"1980-2004, 3C"
1883,4,6,77,0.615100053,"1980-2004, 3C"
1884,0,4,84.02,0.430223897,"1980-2004, 3C"
1885,0,5,84.02,0.524894706,"1980-2004, 3C"
1886,0,6,84.02,0.616959593,"1980-2004, 3C"
1887,2,4,84.02,0.490359873,"1980-2004, 3C"
1888,2,5,84.02,0.577616131,"1980-2004, 3C"
1889,2,6,84.02,0.65955176,"1980-2004, 3C"
1890,3,4,84.02,0.516823535,"1980-2004, 3C"
1891,3,5,84.02,0.600570544,"1980-2004, 3C"
1892,3,6,84.02,0.685117345,"1980-2004, 3C"
1893,4,4,84.02,0.533149336,"1980-2004, 3C"
1894,4,5,84.02,0.618886605,"1980-2004, 3C"
1895,4,6,84.02,0.697045442,"1980-2004, 3C"
1896,0,4,75.02,0.400848092,"1980-2004, 3C"
1897,0,5,75.02,0.486548699,"1980-2004, 3C"
1898,0,6,75.02,0.566047589,"1980-2004, 3C"
1899,2,4,75.02,0.449622649,"1980-2004, 3C"
1900,2,5,75.02,0.525474323,"1980-2004, 3C"
1901,2,6,75.02,0.600078415,"1980-2004, 3C"
1902,3,4,75.02,0.47273669,"1980-2004, 3C"
1903,3,5,75.02,0.546771193,"1980-2004, 3C"
1904,3,6,75.02,0.618088307,"1980-2004, 3C"
1905,4,4,75.02,0.491050511,"1980-2004, 3C"
1906,4,5,75.02,0.563437655,"1980-2004, 3C"
1907,4,6,75.02,0.632438847,"1980-2004, 3C"
1908,0,4,75.02,0.401380206,"1980-2004, 3C"
1909,0,5,75.02,0.4875939,"1980-2004, 3C"
1910,0,6,75.02,0.56731119,"1980-2004, 3C"
1911,2,4,75.02,0.449892243,"1980-2004, 3C"
1912,2,5,75.02,0.530147472,"1980-2004, 3C"
1913,2,6,75.02,0.60480043,"1980-2004, 3C"
1914,3,4,75.02,0.47284581,"1980-2004, 3C"
1915,3,5,75.02,0.547560397,"1980-2004, 3C"
1916,3,6,75.02,0.621075011,"1980-2004, 3C"
1917,4,4,75.02,0.49093909,"1980-2004, 3C"
1918,4,5,75.02,0.564359083,"1980-2004, 3C"
1919,4,6,75.02,0.634339201,"1980-2004, 3C"
1920,0,4,64.94,0.311321722,"1980-2004, 3C"
1921,0,5,64.94,0.354070351,"1980-2004, 3C"
1922,0,6,64.94,0.375744316,"1980-2004, 3C"
1923,2,4,64.94,0.330595361,"1980-2004, 3C"
1924,2,5,64.94,0.365726656,"1980-2004, 3C"
1925,2,6,64.94,0.381079002,"1980-2004, 3C"
1926,3,4,64.94,0.340922887,"1980-2004, 3C"
1927,3,5,64.94,0.369220567,"1980-2004, 3C"
1928,3,6,64.94,0.381467767,"1980-2004, 3C"
1929,4,4,64.94,0.349862571,"1980-2004, 3C"
1930,4,5,64.94,0.371791915,"1980-2004, 3C"
1931,4,6,64.94,0.381730147,"1980-2004, 3C"
1932,0,4,64.94,0.295911047,"1980-2004, 3C"
1933,0,5,64.94,0.334822388,"1980-2004, 3C"
1934,0,6,64.94,0.352619528,"1980-2004, 3C"
1935,2,4,64.94,0.316935728,"1980-2004, 3C"
1936,2,5,64.94,0.342505734,"1980-2004, 3C"
1937,2,6,64.94,0.354025061,"1980-2004, 3C"
1938,3,4,64.94,0.32497584,"1980-2004, 3C"
1939,3,5,64.94,0.346472977,"1980-2004, 3C"
1940,3,6,64.94,0.355379612,"1980-2004, 3C"
1941,4,4,64.94,0.331833665,"1980-2004, 3C"
1942,4,5,64.94,0.349121928,"1980-2004, 3C"
1943,4,6,64.94,0.355690517,"1980-2004, 3C"
1944,0,4,66.92,0.307506799,"1980-2004, 3C"
1945,0,5,66.92,0.351054098,"1980-2004, 3C"
1946,0,6,66.92,0.371005637,"1980-2004, 3C"
1947,2,4,66.92,0.33166152,"1980-2004, 3C"
1948,2,5,66.92,0.361589789,"1980-2004, 3C"
1949,2,6,66.92,0.375789165,"1980-2004, 3C"
1950,3,4,66.92,0.340501462,"1980-2004, 3C"
1951,3,5,66.92,0.3660261,"1980-2004, 3C"
1952,3,6,66.92,0.375806714,"1980-2004, 3C"
1953,4,4,66.92,0.349570174,"1980-2004, 3C"
1954,4,5,66.92,0.369209629,"1980-2004, 3C"
1955,4,6,66.92,0.375436471,"1980-2004, 3C"
1956,0,4,69.08,0.334430409,"1980-2004, 3C"
1957,0,5,69.08,0.398433354,"1980-2004, 3C"
1958,0,6,69.08,0.443226386,"1980-2004, 3C"
1959,2,4,69.08,0.367380297,"1980-2004, 3C"
1960,2,5,69.08,0.42147744,"1980-2004, 3C"
1961,2,6,69.08,0.45522197,"1980-2004, 3C"
1962,3,4,69.08,0.382571414,"1980-2004, 3C"
1963,3,5,69.08,0.432128762,"1980-2004, 3C"
1964,3,6,69.08,0.459879601,"1980-2004, 3C"
1965,4,4,69.08,0.397033153,"1980-2004, 3C"
1966,4,5,69.08,0.441092224,"1980-2004, 3C"
1967,4,6,69.08,0.463072444,"1980-2004, 3C"
1968,0,4,73.94,0.373320831,"1980-2004, 3C"
1969,0,5,73.94,0.453623011,"1980-2004, 3C"
1970,0,6,73.94,0.524811729,"1980-2004, 3C"
1971,2,4,73.94,0.416918848,"1980-2004, 3C"
1972,2,5,73.94,0.488365893,"1980-2004, 3C"
1973,2,6,73.94,0.554837362,"1980-2004, 3C"
1974,3,4,73.94,0.438746399,"1980-2004, 3C"
1975,3,5,73.94,0.507404719,"1980-2004, 3C"
1976,3,6,73.94,0.570424674,"1980-2004, 3C"
1977,4,4,73.94,0.45645708,"1980-2004, 3C"
1978,4,5,73.94,0.523022515,"1980-2004, 3C"
1979,4,6,73.94,0.582532888,"1980-2004, 3C"
1980,0,4,68,0.334024346,"1980-2004, 3C"
1981,0,5,68,0.390446991,"1980-2004, 3C"
1982,0,6,68,0.431204945,"1980-2004, 3C"
1983,2,4,68,0.363256715,"1980-2004, 3C"
1984,2,5,68,0.409754404,"1980-2004, 3C"
1985,2,6,68,0.438721803,"1980-2004, 3C"
1986,3,4,68,0.378698532,"1980-2004, 3C"
1987,3,5,68,0.418769183,"1980-2004, 3C"
1988,3,6,68,0.440744116,"1980-2004, 3C"
1989,4,4,68,0.388914638,"1980-2004, 3C"
1990,4,5,68,0.425963141,"1980-2004, 3C"
1991,4,6,68,0.442970775,"1980-2004, 3C"
1992,0,4,69.08,0.348769311,"1980-2004, 3C"
1993,0,5,69.08,0.41199947,"1980-2004, 3C"
1994,0,6,69.08,0.457201237,"1980-2004, 3C"
1995,2,4,69.08,0.383026469,"1980-2004, 3C"
1996,2,5,69.08,0.438144005,"1980-2004, 3C"
1997,2,6,69.08,0.475210935,"1980-2004, 3C"
1998,3,4,69.08,0.396865317,"1980-2004, 3C"
1999,3,5,69.08,0.448521352,"1980-2004, 3C"
2000,3,6,69.08,0.481684079,"1980-2004, 3C"
2001,4,4,69.08,0.412439142,"1980-2004, 3C"
2002,4,5,69.08,0.457779077,"1980-2004, 3C"
2003,4,6,69.08,0.485717632,"1980-2004, 3C"
2004,0,4,71.96,0.362683947,"1980-2004, 3C"
2005,0,5,71.96,0.42872863,"1980-2004, 3C"
2006,0,6,71.96,0.489005632,"1980-2004, 3C"
2007,2,4,71.96,0.39770216,"1980-2004, 3C"
2008,2,5,71.96,0.462609101,"1980-2004, 3C"
2009,2,6,71.96,0.510246066,"1980-2004, 3C"
2010,3,4,71.96,0.416409705,"1980-2004, 3C"
2011,3,5,71.96,0.477134365,"1980-2004, 3C"
2012,3,6,71.96,0.51977321,"1980-2004, 3C"
2013,4,4,71.96,0.433756696,"1980-2004, 3C"
2014,4,5,71.96,0.489944029,"1980-2004, 3C"
2015,4,6,71.96,0.528081985,"1980-2004, 3C"
2016,0,4,71.06,0.37707443,"1980-2004, 3C"
2017,0,5,71.06,0.448353128,"1980-2004, 3C"
2018,0,6,71.06,0.512774239,"1980-2004, 3C"
2019,2,4,71.06,0.418013958,"1980-2004, 3C"
2020,2,5,71.06,0.483639316,"1980-2004, 3C"
2021,2,6,71.06,0.536865921,"1980-2004, 3C"
2022,3,4,71.06,0.434351519,"1980-2004, 3C"
2023,3,5,71.06,0.499094747,"1980-2004, 3C"
2024,3,6,71.06,0.546985578,"1980-2004, 3C"
2025,4,4,71.06,0.454311714,"1980-2004, 3C"
2026,4,5,71.06,0.515409279,"1980-2004, 3C"
2027,4,6,71.06,0.556280678,"1980-2004, 3C"
2028,0,4,66.92,0.325121727,"1980-2004, 3C"
2029,0,5,66.92,0.377230154,"1980-2004, 3C"
2030,0,6,66.92,0.41133153,"1980-2004, 3C"
2031,2,4,66.92,0.353925,"1980-2004, 3C"
2032,2,5,66.92,0.395116255,"1980-2004, 3C"
2033,2,6,66.92,0.418513622,"1980-2004, 3C"
2034,3,4,66.92,0.367122678,"1980-2004, 3C"
2035,3,5,66.92,0.402612339,"1980-2004, 3C"
2036,3,6,66.92,0.420565021,"1980-2004, 3C"
2037,4,4,66.92,0.377425073,"1980-2004, 3C"
2038,4,5,66.92,0.40912651,"1980-2004, 3C"
2039,4,6,66.92,0.422155564,"1980-2004, 3C"
2040,0,4,69.98,0.344417288,"1980-2004, 3C"
2041,0,5,69.98,0.406988002,"1980-2004, 3C"
2042,0,6,69.98,0.451062852,"1980-2004, 3C"
2043,2,4,69.98,0.376232634,"1980-2004, 3C"
2044,2,5,69.98,0.429798153,"1980-2004, 3C"
2045,2,6,69.98,0.463290696,"1980-2004, 3C"
2046,3,4,69.98,0.391010134,"1980-2004, 3C"
2047,3,5,69.98,0.438747705,"1980-2004, 3C"
2048,3,6,69.98,0.468096799,"1980-2004, 3C"
2049,4,4,69.98,0.404307426,"1980-2004, 3C"
2050,4,5,69.98,0.446719624,"1980-2004, 3C"
2051,4,6,69.98,0.46979135,"1980-2004, 3C"
2052,0,4,64.94,0.201681427,"1980-2004, 3C"
2053,0,5,64.94,0.212476092,"1980-2004, 3C"
2054,0,6,64.94,0.21419809,"1980-2004, 3C"
2055,2,4,64.94,0.207310197,"1980-2004, 3C"
2056,2,5,64.94,0.212929892,"1980-2004, 3C"
2057,2,6,64.94,0.21292392,"1980-2004, 3C"
2058,3,4,64.94,0.209862937,"1980-2004, 3C"
2059,3,5,64.94,0.212873093,"1980-2004, 3C"
2060,3,6,64.94,0.212869509,"1980-2004, 3C"
2061,4,4,64.94,0.210396051,"1980-2004, 3C"
2062,4,5,64.94,0.211537822,"1980-2004, 3C"
2063,4,6,64.94,0.211539321,"1980-2004, 3C"
2064,0,4,78.98,0.371133972,"1980-2004, 3C"
2065,0,5,78.98,0.452932006,"1980-2004, 3C"
2066,0,6,78.98,0.525591207,"1980-2004, 3C"
2067,2,4,78.98,0.417559016,"1980-2004, 3C"
2068,2,5,78.98,0.493049149,"1980-2004, 3C"
2069,2,6,78.98,0.558187313,"1980-2004, 3C"
2070,3,4,78.98,0.437670111,"1980-2004, 3C"
2071,3,5,78.98,0.512553018,"1980-2004, 3C"
2072,3,6,78.98,0.573693969,"1980-2004, 3C"
2073,4,4,78.98,0.457369196,"1980-2004, 3C"
2074,4,5,78.98,0.526048971,"1980-2004, 3C"
2075,4,6,78.98,0.58439249,"1980-2004, 3C"
2076,0,4,82.04,0.397733966,"1980-2004, 3C"
2077,0,5,82.04,0.482349512,"1980-2004, 3C"
2078,0,6,82.04,0.56461589,"1980-2004, 3C"
2079,2,4,82.04,0.448665457,"1980-2004, 3C"
2080,2,5,82.04,0.52959677,"1980-2004, 3C"
2081,2,6,82.04,0.60568883,"1980-2004, 3C"
2082,3,4,82.04,0.471001837,"1980-2004, 3C"
2083,3,5,82.04,0.551240778,"1980-2004, 3C"
2084,3,6,82.04,0.621453548,"1980-2004, 3C"
2085,4,4,82.04,0.48564045,"1980-2004, 3C"
2086,4,5,82.04,0.565967995,"1980-2004, 3C"
2087,4,6,82.04,0.632992691,"1980-2004, 3C"
2088,0,4,66.92,0.348829428,"1980-2004, 3C"
2089,0,5,66.92,0.412116202,"1980-2004, 3C"
2090,0,6,66.92,0.460088086,"1980-2004, 3C"
2091,2,4,66.92,0.385421191,"1980-2004, 3C"
2092,2,5,66.92,0.439521095,"1980-2004, 3C"
2093,2,6,66.92,0.47812075,"1980-2004, 3C"
2094,3,4,66.92,0.401875086,"1980-2004, 3C"
2095,3,5,66.92,0.452060476,"1980-2004, 3C"
2096,3,6,66.92,0.485110836,"1980-2004, 3C"
2097,4,4,66.92,0.411974244,"1980-2004, 3C"
2098,4,5,66.92,0.4572752,"1980-2004, 3C"
2099,4,6,66.92,0.489640416,"1980-2004, 3C"
2100,0,4,80.96,0.444042766,"1980-2004, 3C"
2101,0,5,80.96,0.539737113,"1980-2004, 3C"
2102,0,6,80.96,0.634853083,"1980-2004, 3C"
2103,2,4,80.96,0.498028327,"1980-2004, 3C"
2104,2,5,80.96,0.589721274,"1980-2004, 3C"
2105,2,6,80.96,0.680580896,"1980-2004, 3C"
2106,3,4,80.96,0.520671548,"1980-2004, 3C"
2107,3,5,80.96,0.612754671,"1980-2004, 3C"
2108,3,6,80.96,0.699818529,"1980-2004, 3C"
2109,4,4,80.96,0.536929378,"1980-2004, 3C"
2110,4,5,80.96,0.629947402,"1980-2004, 3C"
2111,4,6,80.96,0.714433144,"1980-2004, 3C"
2112,0,4,71.96,0.383745593,"1980-2004, 3C"
2113,0,5,71.96,0.461894061,"1980-2004, 3C"
2114,0,6,71.96,0.531372975,"1980-2004, 3C"
2115,2,4,71.96,0.428236755,"1980-2004, 3C"
2116,2,5,71.96,0.501388356,"1980-2004, 3C"
2117,2,6,71.96,0.560215001,"1980-2004, 3C"
2118,3,4,71.96,0.449892486,"1980-2004, 3C"
2119,3,5,71.96,0.517246292,"1980-2004, 3C"
2120,3,6,71.96,0.572234188,"1980-2004, 3C"
2121,4,4,71.96,0.4636094,"1980-2004, 3C"
2122,4,5,71.96,0.52940214,"1980-2004, 3C"
2123,4,6,71.96,0.579649407,"1980-2004, 3C"
2124,0,4,68,0.344307052,"1980-2004, 3C"
2125,0,5,68,0.405973201,"1980-2004, 3C"
2126,0,6,68,0.452581373,"1980-2004, 3C"
2127,2,4,68,0.380660823,"1980-2004, 3C"
2128,2,5,68,0.433881028,"1980-2004, 3C"
2129,2,6,68,0.470627504,"1980-2004, 3C"
2130,3,4,68,0.39759851,"1980-2004, 3C"
2131,3,5,68,0.443263697,"1980-2004, 3C"
2132,3,6,68,0.477777081,"1980-2004, 3C"
2133,4,4,68,0.408604661,"1980-2004, 3C"
2134,4,5,68,0.452810425,"1980-2004, 3C"
2135,4,6,68,0.482769912,"1980-2004, 3C"
2136,0,4,68,0.320280249,"1980-2004, 3C"
