,precool_deg,reset_deg,day,max_oat,shed_W_ft2,"Vintage, Climate"
244,2,6,8/4/06,87.8,0.851219429,"1980-2004, 3B"
245,2,6,8/7/06,100.4,1.514233031,"1980-2004, 3B"
246,2,6,8/8/06,102.2,1.650181286,"1980-2004, 3B"
247,2,6,8/9/06,91.4,1.128536179,"1980-2004, 3B"
248,2,6,8/10/06,89.6,0.999152461,"1980-2004, 3B"
249,2,6,8/11/06,93.2,1.097229543,"1980-2004, 3B"
250,2,6,8/14/06,93.2,1.00790918,"1980-2004, 3B"
251,2,6,8/15/06,93.2,1.126574244,"1980-2004, 3B"
252,2,6,8/16/06,98.6,1.269654842,"1980-2004, 3B"
253,2,6,8/17/06,100.4,1.455304229,"1980-2004, 3B"
254,2,6,8/18/06,95,1.22300772,"1980-2004, 3B"
255,2,6,8/21/06,82.4,0.677980057,"1980-2004, 3B"
256,2,6,8/22/06,84.2,0.785682647,"1980-2004, 3B"
257,2,6,8/23/06,84.2,0.7590217,"1980-2004, 3B"
258,2,6,8/24/06,91.4,1.069695658,"1980-2004, 3B"
259,2,6,8/25/06,95,1.225403757,"1980-2004, 3B"
260,2,6,8/28/06,102.2,1.632721182,"1980-2004, 3B"
261,2,6,8/29/06,93.2,1.184557491,"1980-2004, 3B"
262,2,6,8/30/06,80.6,0.707459388,"1980-2004, 3B"
263,2,6,8/31/06,87.8,0.934089519,"1980-2004, 3B"
